序号,SSR,最高等级/怪物等级,星级,最高星级,进化所需,可突破次数,名称,性别,职业,阵营,特殊类型,攻击范围,攻击类型,材质,默认视野,AI编号,是否Boss,是否大型,1级血量,1级物攻,1级魔攻,1级物防,1级魔防,1级速度,升级血量,升级物攻,升级魔攻,升级物防,升级魔防,升级速度,暴率,暴击抗性,命中,闪避,反击,反击次数,反击抗性,格挡,格挡抗性,伤害浮动范围,基础仇恨,稀有,占几个格子,可行动次数,每次行动衰减,移动范围,可移动高度,可攻击高度,可否斜向移动,穿越其他人,被其他人穿越,飞行,普攻技能,被动技能,防御技能,怒气技能1,怒气技能2,角色怒气上限,卡牌出场特效,卡面特效,升级类别,唯一编号,转换成碎片数,类型(0玩家卡牌；1普通小怪；2普通BOSS；3需要显示大血条的巨型BOSS）,宗属国,模型缩放,普攻寻路,必杀寻路,,效果命中,效果抵抗,暴击伤害,物理穿透,魔法穿透,可转职业,星石类型,选择类型,血条系数,弓手动作,反击技能
id,SSR,Level,Star,StarMax,StarUP,Breakthrough,Name,Sex,Career,Camp,Specialtype,AttackDist,AttackType,Material,Sight,Strategyid,BossEnemy,BigEnemy,HP_Lev1,Atk_Lev1,Matk_Lev1,Def_Lev1,Mdef_Lev1,Spd_lev1,HP_Levup,Atk_Levup,MAtk_Levup,Def_Levup,Mdef_Levup,Spd_Levup,CriPer,CriAnti,Hit,Dodge,Counter,CounterNo,CounterAnti,Parry,ParryAnti,DamageMinMax,Hate,Rare,Bulk,SpeedTime,SpeedDown,Move,MoveHeight,AttackHeight,MoveCross,Ghost,BeGhost,Fly,NormalSkill,PassiveSkill,DefendSkill,SuperSkill1,SuperSkill2,SuperSkill_MaxPoint,AppearEffect,CardEffect,LevelupType,UniqueID,fragment,Type,Nation,Zoom,AttackAI,SPAttackAI,,EffectHit,EffectMiss,CriDmg,AtkPenP,MatkPenP,CareerChange,StarStoneType,SelectType,HpBarUnit,ArcherATK,CounterSkill
int,int,int,int,int,array,int,int,int,int,int,array,int,int,array,int,int,int,int,floatarray,floatarray,floatarray,floatarray,floatarray,floatarray,floatarray,floatarray,floatarray,floatarray,floatarray,floatarray,int,int,int,int,int,int,int,int,int,int,int,int,int,int,int,int,int,int,int,int,int,int,array,array,array,array,array,array,array,int,int,int,int,int,int,float,int,int,,int,int,int,int,int,array,array,int,int,int,array
301051,0,10,5,5,0;0,0,6060,3,15,21,0,1,2,0,100,1,0,0,465,212,193,164,164,10,0,0,0,0,0,0,5,0,100,0,0,0,0,0,0,0,0,0,1,1,100,2,1,50,0,0,0,0,2010003,0,0,0,0,0,0,0,1,1984,0,1,0,1,0,0,,0,15,150,35,35,0,0,0,1,0,0
301052,0,10,5,5,0;0,0,6063,3,15,21,0,2,2,0,100,1,0,0,465,212,193,164,164,10,0,0,0,0,0,0,5,0,100,0,0,0,0,0,0,0,0,0,1,1,100,1,1,50,0,0,0,0,2010006,0,0,0,0,0,0,0,1,1984,0,1,0,1,0,0,,0,15,150,35,35,0,0,0,1,0,0
301061,0,11,5,5,0;0,0,2200,3,14,21,0,2,2,0,100,1,0,0,431,0,246,141,204,11,0,0,0,0,0,0,5,0,105,0,0,0,0,0,0,0,0,0,1,1,100,1,1,50,0,0,0,0,2010006,0,0,0,0,0,0,0,1,1984,0,1,0,1,0,0,,0,15,150,35,35,0,0,0,1,0,0
301062,0,11,5,5,0;0,0,6040,3,11,21,0,1,1,0,100,1,0,0,608,225,0,188,157,11,0,0,0,0,0,0,5,0,100,0,35,1,0,0,0,0,0,0,1,1,100,2,1,1,0,0,0,0,2010002,0,0,0,0,0,0,0,1,1984,0,1,0,1,0,0,,0,15,150,35,35,0,0,0,1,0,0
301071,0,12,5,5,0;0,0,6004,3,13,21,0,3,1,0,100,31,0,0,604,262,0,149,149,12,0,0,0,0,0,0,5,0,120,0,0,0,0,0,0,0,0,0,1,1,100,1,1,50,0,0,0,0,2010008,0,0,0,0,0,0,0,1,1984,0,1,0,1,0,0,,0,15,150,35,35,0,0,0,1,0,0
301072,0,12,5,5,0;0,0,6011,3,12,21,0,1,1,0,100,1,0,0,467,275,0,149,149,12,0,0,0,0,0,0,20,0,90,0,0,0,0,0,0,0,0,0,1,1,100,2,1,1,0,0,0,0,2010002,0,0,0,0,0,0,0,1,1984,0,1,0,1,0,0,,0,15,150,35,35,0,0,0,1,0,0
301081,0,13,5,5,0;0,0,6040,3,11,21,0,1,1,0,100,1,0,0,716,254,0,210,175,13,0,0,0,0,0,0,5,0,100,0,35,1,0,0,0,0,0,0,1,1,100,2,1,1,0,0,0,0,2010002,0,0,0,0,0,0,0,1,1984,0,1,0,1,0,0,,0,15,150,35,35,0,0,0,1,0,0
301082,0,13,5,5,0;0,0,6004,3,13,21,0,3,1,0,100,31,0,0,657,279,0,158,158,13,0,0,0,0,0,0,5,0,120,0,0,0,0,0,0,0,0,0,1,1,100,1,1,50,0,0,0,0,2010008,0,0,0,0,0,0,0,1,1984,0,1,0,1,0,0,,0,15,150,35,35,0,0,0,1,0,0
301091,0,14,5,5,0;0,0,6011,3,12,21,0,1,1,0,100,1,0,0,553,311,0,167,167,14,0,0,0,0,0,0,20,0,90,0,0,0,0,0,0,0,0,0,1,1,100,2,1,1,0,0,0,0,2010002,0,0,0,0,0,0,0,1,1984,0,1,0,1,0,0,,0,15,150,35,35,0,0,0,1,0,0
301092,0,14,5,5,0;0,0,2200,3,14,21,0,2,2,0,100,1,0,0,553,0,295,167,242,14,0,0,0,0,0,0,5,0,105,0,0,0,0,0,0,0,0,0,1,1,100,1,1,50,0,0,0,0,2010006,0,0,0,0,0,0,0,1,1984,0,1,0,1,0,0,,0,15,150,35,35,0,0,0,1,0,0
302011,0,15,5,5,0;0,0,6132,3,13,21,0,3,1,0,100,31,0,0,782,317,0,178,178,15,0,0,0,0,0,0,5,0,120,0,0,0,0,0,0,0,0,0,1,1,100,1,1,50,0,0,0,0,2010008,2010506,0,0,0,0,0,0,1,1984,0,1,0,1,0,0,,0,15,150,35,35,0,0,0,1,0,0
302012,0,15,5,5,0;0,0,6151,3,12,21,0,1,1,0,100,61,0,0,604,332,0,178,178,15,0,0,0,0,0,0,20,0,90,0,0,0,0,0,0,0,0,0,1,1,100,2,1,1,0,0,0,0,2011118,2010505,0,0,0,0,0,0,1,1984,0,1,0,1,0,0,,0,50,150,35,35,0,0,0,1,0,0
302013,0,15,5,5,0;0,0,6063,3,15,21,0,2,2,0,100,1,0,0,711,289,263,218,218,15,0,0,0,0,0,0,5,0,100,0,0,0,0,0,0,0,0,0,1,1,100,1,1,50,0,0,0,0,2010006,2010508,0,0,0,0,0,0,1,1984,0,1,0,1,0,0,,0,15,150,35,35,0,0,0,1,0,0
302021,0,16,5,5,0;0,0,6090,3,14,21,0,2,2,0,100,1,0,0,706,0,356,200,289,16,0,0,0,0,0,0,5,0,105,0,0,0,0,0,0,0,0,0,1,1,100,1,1,50,0,0,0,0,2010006,2010507,0,0,0,0,0,0,1,1984,0,1,0,1,0,0,,0,15,150,35,35,0,0,0,1,0,0
302022,0,16,5,5,0;0,0,6100,3,11,21,0,1,1,0,100,1,0,0,997,326,0,266,222,16,0,0,0,0,0,0,5,0,100,0,35,1,0,0,0,0,0,0,1,1,100,2,1,1,0,0,0,0,2010002,2010502,0,0,0,0,0,0,1,1984,0,1,0,1,0,0,,0,15,150,35,35,0,0,0,1,0,0
302023,0,16,5,5,0;0,0,6063,3,15,21,0,2,2,0,100,1,0,0,831,326,297,244,244,16,0,0,0,0,0,0,5,0,100,0,0,0,0,0,0,0,0,0,1,1,100,1,1,50,0,0,0,0,2010006,2010508,0,0,0,0,0,0,1,1984,0,1,0,1,0,0,,0,15,150,35,35,0,0,0,1,0,0
302031,0,17,5,5,0;0,0,6102,3,12,21,0,1,1,0,100,61,0,0,808,419,0,221,221,17,0,0,0,0,0,0,20,0,90,0,0,0,0,0,0,0,0,0,1,1,100,2,1,1,0,0,0,0,2010002,2010504;2010505,0,0,0,0,0,0,1,1984,0,1,0,1,0,0,,0,15,150,35,35,0,0,0,1,0,0
302032,0,17,5,5,0;0,0,6090,3,14,21,0,2,2,0,100,1,0,0,808,0,397,221,320,17,0,0,0,0,0,0,5,0,105,0,0,0,0,0,0,0,0,0,1,1,100,1,1,50,0,0,0,0,2010006,2010507,0,0,0,0,0,0,1,1984,0,1,0,1,0,0,,0,15,150,35,35,0,0,0,1,0,0
302033,0,17,5,5,0;0,0,6063,3,15,21,0,2,2,0,100,1,0,0,951,364,331,271,271,17,0,0,0,0,0,0,5,0,100,0,0,0,0,0,0,0,0,0,1,1,100,1,1,50,0,0,0,0,2010006,2010508,0,0,0,0,0,0,1,1984,0,1,0,1,0,0,,0,15,150,35,35,0,0,0,1,0,0
302041,0,18,5,5,0;0,0,6142,2,11,21,0,1,1,0,100,1,0,0,1236,388,0,314,262,18,0,0,0,0,0,0,5,0,100,0,0,0,0,0,0,0,0,0,1,1,100,2,1,1,0,0,0,0,2010002,2010502,0,0,0,0,0,0,1,1984,0,1,0,1,0,0,,0,15,150,35,35,0,0,0,1,0,0
302042,0,18,5,5,0;0,0,6141,2,13,21,0,3,1,0,100,31,0,0,1133,426,0,236,236,18,0,0,0,0,0,0,5,0,120,0,0,0,0,0,0,0,0,0,1,1,100,1,1,50,0,0,0,0,2010008,2010506,0,0,0,0,0,0,1,1984,0,1,0,1,0,0,,0,15,150,35,35,0,0,0,1,0,0
302043,0,18,5,5,0;0,0,6063,3,15,21,0,2,2,0,100,1,0,0,1030,388,353,288,288,18,0,0,0,0,0,0,5,0,100,0,0,0,0,0,0,0,0,0,1,1,100,1,1,50,0,0,0,0,2010006,2010508,0,0,0,0,0,0,1,1984,0,1,0,1,0,0,,0,15,150,35,35,0,0,0,1,0,0
302051,0,19,5,5,0;0,0,6152,3,13,21,0,3,1,0,100,31,0,0,1221,455,0,250,250,19,0,0,0,0,0,0,5,0,120,0,0,0,0,0,0,0,0,0,1,1,100,1,1,50,0,0,0,0,2010008,2010506,0,0,0,0,0,0,1,1984,0,1,0,1,0,0,,0,50,150,35,35,0,0,0,1,0,0
302052,0,19,5,5,0;0,0,6151,3,12,21,0,1,1,0,100,61,0,0,944,475,0,250,250,19,0,0,0,0,0,0,20,0,90,0,0,0,0,0,0,0,0,0,1,1,100,2,1,1,0,0,0,0,2011118,2010505,0,0,0,0,0,0,1,1984,0,1,0,1,0,0,,0,50,150,35,35,0,0,0,1,0,0
302053,0,19,5,5,0;0,0,6063,3,15,21,0,2,2,0,100,1,0,0,1110,413,376,306,306,19,0,0,0,0,0,0,5,0,100,0,0,0,0,0,0,0,0,0,1,1,100,1,1,50,0,0,0,0,2010006,2010508,0,0,0,0,0,0,1,1984,0,1,0,1,0,0,,0,15,150,35,35,0,0,0,1,0,0
302061,0,20,5,5,0;0,0,6153,3,14,21,0,2,2,0,100,1,0,0,1046,0,492,272,393,20,0,0,0,0,0,0,5,0,105,0,0,0,0,0,0,0,0,0,1,1,100,1,1,50,0,0,0,0,2010006,2010507,0,0,0,0,0,0,1,1984,0,1,0,1,0,0,,0,50,150,35,35,0,0,0,1,0,0
302062,0,20,5,5,0;0,0,6150,3,11,21,0,1,1,0,100,1,0,0,1476,451,0,362,302,20,0,0,0,0,0,0,5,0,100,0,0,0,0,0,0,0,0,0,1,1,100,2,1,1,0,0,0,0,2010002,2010502,0,0,0,0,0,0,1,1984,0,1,0,1,0,0,,0,50,150,35,35,0,0,0,1,0,0
302063,0,20,5,5,0;0,0,6063,3,15,21,0,2,2,0,100,1,0,0,1230,451,410,332,332,20,0,0,0,0,0,0,5,0,100,0,0,0,0,0,0,0,0,0,1,1,100,1,1,50,0,0,0,0,2010006,2010508,0,0,0,0,0,0,1,1984,0,1,0,1,0,0,,0,15,150,35,35,0,0,0,1,0,0
302071,0,21,5,5,0;0,0,6151,3,12,21,0,1,1,0,100,61,0,0,1148,562,0,293,293,21,0,0,0,0,0,0,20,0,90,0,0,0,0,0,0,0,0,0,1,1,100,2,1,1,0,0,0,0,2011118,2010505,0,0,0,0,0,0,1,1984,0,1,0,1,0,0,,0,50,150,35,35,0,0,0,1,0,0
302072,0,21,5,5,0;0,0,6153,3,14,21,0,2,2,0,100,1,0,0,1148,0,533,293,424,21,0,0,0,0,0,0,5,0,105,0,0,0,0,0,0,0,0,0,1,1,100,1,1,50,0,0,0,0,2010006,2010507,0,0,0,0,0,0,1,1984,0,1,0,1,0,0,,0,50,150,35,35,0,0,0,1,0,0
302073,0,21,5,5,0;0,0,6063,3,15,21,0,2,2,0,100,1,0,0,1350,488,444,359,359,21,0,0,0,0,0,0,5,0,100,0,0,0,0,0,0,0,0,0,1,1,100,1,1,50,0,0,0,0,2010006,2010508,0,0,0,0,0,0,1,1984,0,1,0,1,0,0,,0,15,150,35,35,0,0,0,1,0,0
302081,0,22,5,5,0;0,0,6150,3,11,21,0,1,1,0,100,1,0,0,1764,525,0,420,350,22,0,0,0,0,0,0,5,0,100,0,0,0,0,0,0,0,0,0,1,1,100,2,1,1,0,0,0,0,2010002,2010502,0,0,0,0,0,0,1,1984,0,1,0,1,0,0,,0,50,150,35,35,0,0,0,1,0,0
302082,0,22,5,5,0;0,0,6152,3,13,21,0,3,1,0,100,31,0,0,1617,578,0,315,315,22,0,0,0,0,0,0,5,0,120,0,0,0,0,0,0,0,0,0,1,1,100,1,1,50,0,0,0,0,2010008,2010506,0,0,0,0,0,0,1,1984,0,1,0,1,0,0,,0,50,150,35,35,0,0,0,1,0,0
302083,0,22,5,5,0;0,0,6063,3,15,21,0,2,2,0,100,1,0,0,1470,525,478,385,385,22,0,0,0,0,0,0,5,0,100,0,0,0,0,0,0,0,0,0,1,1,100,1,1,50,0,0,0,0,2010006,2010508,0,0,0,0,0,0,1,1984,0,1,0,1,0,0,,0,15,150,35,35,0,0,0,1,0,0
303011,0,24,5,5,0;0,0,6004,3,13,21,0,3,1,0,100,31,0,0,1881,661,0,358,358,24,0,0,0,0,0,0,5,0,120,5,0,0,0,0,0,0,0,0,1,1,100,1,1,50,0,0,0,0,2010008,0,0,0,0,0,0,0,1,1984,0,1,0,1,0,0,,0,15,150,35,35,0,0,0,1,0,0
303012,0,24,5,5,0;0,0,6060,3,15,21,0,1,2,0,100,1,0,0,1710,600,546,438,438,24,0,0,0,0,0,0,5,0,100,5,0,0,0,0,0,0,0,0,1,1,100,2,1,50,0,0,0,0,2010003,0,0,0,0,0,0,0,1,1984,0,1,0,1,0,0,,0,15,150,35,35,0,0,0,1,0,0
303021,0,25,5,5,0;0,0,6011,3,12,21,0,1,1,0,100,1,0,0,1556,733,0,380,380,25,0,0,0,0,0,0,20,0,90,10,0,0,0,0,0,0,0,0,1,1,100,2,1,1,0,0,0,0,2010002,0,0,0,0,0,0,0,1,1984,0,1,0,1,0,0,,0,15,150,35,35,0,0,0,1,0,0
303022,0,25,5,5,0;0,0,6063,3,15,21,0,2,2,0,100,1,0,0,1830,638,580,464,464,25,0,0,0,0,0,0,5,0,100,5,0,0,0,0,0,0,0,0,1,1,100,1,1,50,0,0,0,0,2010006,0,0,0,0,0,0,0,1,1984,0,1,0,1,0,0,,0,15,150,35,35,0,0,0,1,0,0
303031,0,26,5,5,0;0,0,6040,3,11,21,0,1,1,0,100,1,0,0,2340,675,0,535,446,26,0,0,0,0,0,0,5,0,100,5,35,1,0,0,0,0,0,0,1,1,100,2,1,1,0,0,0,0,2010002,0,0,0,0,0,0,0,1,1984,0,1,0,1,0,0,,0,15,150,35,35,0,0,0,1,0,0
303032,0,26,5,5,0;0,0,6063,3,15,21,0,2,2,0,100,1,0,0,1950,675,614,491,491,26,0,0,0,0,0,0,5,0,100,5,0,0,0,0,0,0,0,0,1,1,100,1,1,50,0,0,0,0,2010006,0,0,0,0,0,0,0,1,1984,0,1,0,1,0,0,,0,15,150,35,35,0,0,0,1,0,0
303041,0,27,5,5,0;0,0,2200,2,14,21,0,2,2,0,100,1,0,0,1760,0,778,423,611,27,0,0,0,0,0,0,5,0,105,5,0,0,0,0,0,0,0,0,1,1,100,1,1,50,0,0,0,0,2010006,0,0,0,0,0,0,0,1,1984,0,1,0,1,0,0,,0,15,150,35,35,0,0,0,1,0,0
303042,0,27,5,5,0;0,0,6063,2,15,21,0,2,2,0,100,1,0,0,2070,712,648,517,517,27,0,0,0,0,0,0,5,0,100,5,0,0,0,0,0,0,0,0,1,1,100,2,1,50,0,0,0,0,2010006,0,0,0,0,0,0,0,1,1984,0,1,0,1,0,0,,0,15,150,35,35,0,0,0,1,0,0
303051,0,28,5,5,0;0,0,6060,3,15,21,0,1,2,0,100,1,0,0,2190,750,682,543,543,28,0,0,0,0,0,0,5,0,100,5,0,0,0,0,0,0,0,0,1,1,100,2,1,50,0,0,0,0,2010003,0,0,0,0,0,0,0,1,1984,0,1,0,1,0,0,,0,15,150,35,35,0,0,0,1,0,0
303052,0,28,5,5,0;0,0,6063,3,15,21,0,2,2,0,100,1,0,0,2190,750,682,543,543,28,0,0,0,0,0,0,5,0,100,5,0,0,0,0,0,0,0,0,1,1,100,1,1,50,0,0,0,0,2010006,0,0,0,0,0,0,0,1,1984,0,1,0,1,0,0,,0,15,150,35,35,0,0,0,1,0,0
303061,0,29,5,5,0;0,0,2200,3,14,21,0,2,2,0,100,1,0,0,1964,0,859,466,673,29,0,0,0,0,0,0,5,0,105,5,0,0,0,0,0,0,0,0,1,1,100,1,1,50,0,0,0,0,2010006,0,0,0,0,0,0,0,1,1984,0,1,0,1,0,0,,0,15,150,35,35,0,0,0,1,0,0
303062,0,29,5,5,0;0,0,6040,3,11,21,0,1,1,0,100,1,0,0,2772,787,0,622,518,29,0,0,0,0,0,0,5,0,100,5,35,1,0,0,0,0,0,0,1,1,100,2,1,1,0,0,0,0,2010002,0,0,0,0,0,0,0,1,1984,0,1,0,1,0,0,,0,15,150,35,35,0,0,0,1,0,0
303071,0,30,5,5,0;0,0,6004,3,13,21,0,3,1,0,100,31,0,0,2673,907,0,488,488,30,0,0,0,0,0,0,5,0,120,5,0,0,0,0,0,0,0,0,1,1,100,1,1,50,0,0,0,0,2010008,0,0,0,0,0,0,0,1,1984,0,1,0,1,0,0,,0,15,150,35,35,0,0,0,1,0,0
303072,0,30,5,5,0;0,0,6011,3,12,21,0,1,1,0,100,1,0,0,2066,949,0,488,488,30,0,0,0,0,0,0,20,0,90,10,0,0,0,0,0,0,0,0,1,1,100,2,1,1,0,0,0,0,2010002,0,0,0,0,0,0,0,1,1984,0,1,0,1,0,0,,0,15,150,35,35,0,0,0,1,0,0
303081,0,31,5,5,0;0,0,6040,3,11,21,0,1,1,0,100,1,0,0,3060,862,0,679,566,31,0,0,0,0,0,0,5,0,100,5,35,1,0,0,0,0,0,0,1,1,100,2,1,1,0,0,0,0,2010002,0,0,0,0,0,0,0,1,1984,0,1,0,1,0,0,,0,15,150,35,35,0,0,0,1,0,0
303082,0,31,5,5,0;0,0,6004,3,13,21,0,3,1,0,100,31,0,0,2805,948,0,509,509,31,0,0,0,0,0,0,5,0,120,5,0,0,0,0,0,0,0,0,1,1,100,1,1,50,0,0,0,0,2010008,0,0,0,0,0,0,0,1,1984,0,1,0,1,0,0,,0,15,150,35,35,0,0,0,1,0,0
303091,0,32,5,5,0;0,0,6011,3,12,21,0,1,1,0,100,1,0,0,2270,1035,0,531,531,32,0,0,0,0,0,0,20,0,90,10,0,0,0,0,0,0,0,0,1,1,100,2,1,1,0,0,0,0,2010002,0,0,0,0,0,0,0,1,1984,0,1,0,1,0,0,,0,15,150,35,35,0,0,0,1,0,0
303092,0,32,5,5,0;0,0,2200,3,14,21,0,2,2,0,100,1,0,0,2270,0,982,531,767,32,0,0,0,0,0,0,5,0,105,5,0,0,0,0,0,0,0,0,1,1,100,1,1,50,0,0,0,0,2010006,0,0,0,0,0,0,0,1,1984,0,1,0,1,0,0,,0,15,150,35,35,0,0,0,1,0,0
304011,0,36,5,5,0;0,0,6202,3,13,21,0,3,1,0,100,31,0,0,3432,1145,0,612,612,36,0,0,0,0,0,0,5,0,120,5,0,0,0,0,0,0,0,0,1,1,100,1,1,50,0,0,0,0,2010008,0,0,0,0,0,0,0,1,1984,0,1,0,1,0,0,,0,15,150,35,35,0,0,0,1,0,0
304012,0,36,5,5,0;0,0,6203,3,15,21,0,1,2,0,100,1,0,0,3120,1040,946,748,748,36,0,0,0,0,0,0,5,0,100,5,0,0,0,0,0,0,0,0,1,1,100,2,1,50,0,0,0,0,2010003,0,0,0,0,0,0,0,1,1984,0,1,0,1,0,0,,0,15,150,35,35,0,0,0,1,0,0
304021,0,38,5,5,0;0,0,6202,3,13,21,0,1,1,0,100,1,0,0,3632,1207,0,644,644,38,0,0,0,0,0,0,5,0,120,5,0,0,0,0,0,0,0,0,1,1,100,2,1,1,0,0,0,0,2010002,0,0,0,0,0,0,0,1,1984,0,1,0,1,0,0,,0,15,150,35,35,0,0,0,1,0,0
304022,0,38,5,5,0;0,0,6203,3,15,21,0,2,2,0,100,1,0,0,3302,1097,998,788,788,38,0,0,0,0,0,0,5,0,100,5,0,0,0,0,0,0,0,0,1,1,100,1,1,50,0,0,0,0,2010006,0,0,0,0,0,0,0,1,1984,0,1,0,1,0,0,,0,15,150,35,35,0,0,0,1,0,0
304031,0,40,5,5,0;0,0,6200,3,11,21,0,1,1,0,100,1,0,0,4183,1155,0,902,752,40,0,0,0,0,0,0,5,0,100,5,35,1,0,0,0,0,0,0,1,1,100,2,1,1,0,0,0,0,2010002,0,0,0,0,0,0,0,1,1984,0,1,0,1,0,0,,0,15,150,35,35,0,0,0,1,0,0
304032,0,40,5,5,0;0,0,6203,3,15,21,0,2,2,0,100,1,0,0,3486,1155,1050,827,827,40,0,0,0,0,0,0,5,0,100,5,0,0,0,0,0,0,0,0,1,1,100,1,1,50,0,0,0,0,2010006,0,0,0,0,0,0,0,1,1984,0,1,0,1,0,0,,0,15,150,35,35,0,0,0,1,0,0
304041,0,42,5,5,0;0,0,6212,2,14,21,0,2,2,0,100,1,0,0,3145,0,1333,716,1034,42,0,0,0,0,0,0,5,0,105,5,0,0,0,0,0,0,0,0,1,1,100,1,1,50,0,0,0,0,2010006,0,0,0,0,0,0,0,1,1984,0,1,0,1,0,0,,0,15,150,35,35,0,0,0,1,0,0
304042,0,42,5,5,0;0,0,6203,2,15,21,0,2,2,0,100,1,0,0,3700,1222,1111,875,875,42,0,0,0,0,0,0,5,0,100,5,0,0,0,0,0,0,0,0,1,1,100,2,1,50,0,0,0,0,2010006,0,0,0,0,0,0,0,1,1984,0,1,0,1,0,0,,0,15,150,35,35,0,0,0,1,0,0
304051,0,44,5,5,0;0,0,6212,3,14,21,0,1,2,0,100,1,0,0,3306,0,1398,750,1083,44,0,0,0,0,0,0,5,0,105,5,0,0,0,0,0,0,0,0,1,1,100,2,1,50,0,0,0,0,2010003,0,0,0,0,0,0,0,1,1984,0,1,0,1,0,0,,0,15,150,35,35,0,0,0,1,0,0
304052,0,44,5,5,0;0,0,6212,3,14,21,0,2,2,0,100,1,0,0,3306,0,1398,750,1083,44,0,0,0,0,0,0,5,0,105,5,0,0,0,0,0,0,0,0,1,1,100,1,1,50,0,0,0,0,2010006,0,0,0,0,0,0,0,1,1984,0,1,0,1,0,0,,0,15,150,35,35,0,0,0,1,0,0
304061,0,46,5,5,0;0,0,6212,3,14,21,0,2,2,0,100,1,0,0,3468,0,1463,784,1132,46,0,0,0,0,0,0,5,0,105,5,0,0,0,0,0,0,0,0,1,1,100,1,1,50,0,0,0,0,2010006,0,0,0,0,0,0,0,1,1984,0,1,0,1,0,0,,0,15,150,35,35,0,0,0,1,0,0
304062,0,46,5,5,0;0,0,6200,3,11,21,0,1,1,0,100,1,0,0,4896,1340,0,1045,871,46,0,0,0,0,0,0,5,0,100,5,35,1,0,0,0,0,0,0,1,1,100,2,1,1,0,0,0,0,2010002,0,0,0,0,0,0,0,1,1984,0,1,0,1,0,0,,0,15,150,35,35,0,0,0,1,0,0
304071,0,48,5,5,0;0,0,6202,3,13,21,0,3,1,0,100,31,0,0,4701,1541,0,818,818,48,0,0,0,0,0,0,5,0,120,5,0,0,0,0,0,0,0,0,1,1,100,1,1,50,0,0,0,0,2010008,0,0,0,0,0,0,0,1,1984,0,1,0,1,0,0,,0,15,150,35,35,0,0,0,1,0,0
304072,0,48,5,5,0;0,0,6201,3,12,21,0,1,1,0,100,1,0,0,3633,1611,0,818,818,48,0,0,0,0,0,0,20,0,90,10,0,0,0,0,0,0,0,0,1,1,100,2,1,1,0,0,0,0,2010002,0,0,0,0,0,0,0,1,1984,0,1,0,1,0,0,,0,15,150,35,35,0,0,0,1,0,0
304081,0,50,5,5,0;0,0,6200,3,11,21,0,1,1,0,100,1,0,0,5364,1463,0,1139,949,50,0,0,0,0,0,0,5,0,100,5,35,1,0,0,0,0,0,0,1,1,100,2,1,1,0,0,0,0,2010002,0,0,0,0,0,0,0,1,1984,0,1,0,1,0,0,,0,15,150,35,35,0,0,0,1,0,0
304082,0,50,5,5,0;0,0,6202,3,13,21,0,3,1,0,100,31,0,0,4917,1609,0,854,854,50,0,0,0,0,0,0,5,0,120,5,0,0,0,0,0,0,0,0,1,1,100,1,1,50,0,0,0,0,2010008,0,0,0,0,0,0,0,1,1984,0,1,0,1,0,0,,0,15,150,35,35,0,0,0,1,0,0
304091,0,52,5,5,0;0,0,6201,3,12,21,0,1,1,0,100,1,0,0,3987,1761,0,894,894,52,0,0,0,0,0,0,20,0,90,10,0,0,0,0,0,0,0,0,1,1,100,2,1,1,0,0,0,0,2010002,0,0,0,0,0,0,0,1,1984,0,1,0,1,0,0,,0,15,150,35,35,0,0,0,1,0,0
304092,0,52,5,5,0;0,0,6212,3,14,21,0,2,2,0,100,1,0,0,3987,0,1670,894,1291,52,0,0,0,0,0,0,5,0,105,5,0,0,0,0,0,0,0,0,1,1,100,1,1,50,0,0,0,0,2010006,0,0,0,0,0,0,0,1,1984,0,1,0,1,0,0,,0,15,150,35,35,0,0,0,1,0,0
201011,0,13,5,5,0;0,0,6001,3,12,21,0,1,3,0,100,1,0,0,167,292,0,173,173,110,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,1,1,100,2,1,1,0,0,0,0,2010002,0,0,0,0,0,0,0,1,1984,0,1,0,1,0,0,,0,0,150,0,0,0,0,0,1,0,0
201012,0,20,5,5,0;0,0,2010,3,16,21,0,1,3,0,100,1,0,0,135,451,451,0,0,0,0,0,0,0,0,0,0,100,100,0,0,0,0,0,0,0,0,0,1,1,100,2,1,1,0,0,0,0,2010002,0,0,0,0,0,0,0,1,1984,0,1,0,1,0,0,,0,0,150,0,0,0,0,0,1,0,0
201021,0,13,5,5,0;0,0,6011,3,12,21,0,1,3,0,100,1,0,0,167,292,0,173,173,14,0,0,0,0,0,0,0,100,90,0,0,0,0,0,0,0,0,0,1,1,100,2,1,1,0,0,0,0,2010002,0,0,0,0,0,0,0,1,1984,0,1,0,1,0,0,,0,0,150,0,0,0,0,0,1,0,0
201022,0,13,5,5,0;0,0,6007,3,12,21,0,1,3,0,100,1,1,0,669,351,0,173,173,14,0,0,0,0,0,0,0,100,90,0,0,0,0,0,0,0,0,0,2,1,100,2,1,1,0,0,0,0,2010002,0,0,0,0,0,0,0,1,1984,0,1,0,1,0,0,,0,0,150,0,0,0,0,0,1,0,0
201023,0,13,5,5,0;0,0,6011,3,12,21,0,1,3,0,100,1,0,0,1115,292,0,173,173,14,0,0,0,0,0,0,0,100,90,0,0,0,0,0,0,0,0,0,1,1,100,2,1,1,0,0,0,0,2010002,0,0,0,0,0,0,0,1,1984,0,1,0,1,0,0,,0,0,150,0,0,0,0,0,1,0,0
