序号,卡牌资源,最高等级/怪物等级,星级,最高星级,进化所需,可突破次数,名称,性别,职业,阵营,特殊类型,攻击范围,攻击类型,材质,默认视野,AI编号,是否Boss,是否大型,1级血量,1级物攻,1级魔攻,1级物防,1级魔防,1级速度,升级血量,升级物攻,升级魔攻,升级物防,升级魔防,升级速度,暴率,暴击抗性,命中,闪避,反击,反击次数,反击抗性,格挡,格挡抗性,伤害浮动范围,基础仇恨,稀有,占几个格子,可行动次数,每次行动衰减,移动范围,可移动高度,可攻击高度,可否斜向移动,穿越其他人,被其他人穿越,飞行,普攻技能,被动技能,防御技能,怒气技能1,怒气技能2,角色怒气上限,卡牌出场特效,卡面特效,升级类别,唯一编号,转换成碎片数,类型(0玩家卡牌；1普通小怪；2普通BOSS；3需要显示大血条的巨型BOSS）,宗属国,模型缩放,普攻寻路,必杀寻路,SSR,效果命中,效果抵抗,暴击伤害,物理穿透,魔法穿透,可转职业,星石类型,选择类型,血条系数,弓手动作,特殊AI,特殊进攻AI
106334,3402,80,6,6,0;0,0,3402,1,13,21,0,3,1,0,100,1,0,0,4671,2476,0,1439,1439,120,0,0,0,0,0,0,5,10,120,10,0,0,0,0,0,0,0,0,1,1,100,1,1,50,0,0,0,0,2010008,2010506,0,0,0,0,0,0,1,1984,0,1,0,1,0,0,0,0,10,150,10,10,0,0,0,1,0,0,0
106341,2102,80,6,6,0;0,0,2102,1,12,21,0,1,1,0,100,1,0,0,3610,3106,0,1439,1439,120,0,0,0,0,0,0,20,10,100,15,0,0,0,0,0,0,0,0,1,1,100,2,1,1,0,0,0,0,2010002,0,0,0,0,0,0,0,1,1984,0,1,0,1,0,0,0,0,10,150,10,10,0,0,0,1,0,0,0
106342,2200,80,6,6,0;0,0,2200,1,14,21,0,2,2,0,100,1,1,1,54875,0,3241,1439,2079,125,0,0,0,0,0,0,5,10,105,10,0,0,0,0,0,0,0,0,1,1,100,1,1,50,0,0,0,0,2010006,0,0,0,0,0,0,0,1,1984,0,3,0,1.2,0,0,0,0,999,150,10,10,0,0,0,3,0,0,0
106343,2100,80,6,6,0;0,0,2100,1,11,21,0,1,1,0,100,1,0,0,5096,2701,0,1919,1599,150,0,0,0,0,0,0,5,10,100,10,0,0,0,0,0,0,0,0,1,1,100,2,1,1,0,0,0,0,2010002,0,0,0,0,0,0,0,1,1984,0,1,0,1,0,0,0,0,10,150,10,10,0,0,0,1,0,0,0
106345,3402,80,6,6,0;0,0,3402,1,13,21,0,3,1,0,100,1,0,0,4671,2971,0,1439,1439,150,0,0,0,0,0,0,5,10,120,10,0,0,0,0,0,0,0,0,1,1,100,1,1,50,0,0,0,0,2010008,2010506,0,0,0,0,0,0,1,1984,0,1,0,1,0,0,0,0,10,150,10,10,0,0,0,1,0,0,0
106351,2102,80,6,6,0;0,0,2102,1,12,21,0,1,1,0,100,1,0,0,18051,4660,0,1439,1439,120,0,0,0,0,0,0,20,10,100,15,0,0,0,0,0,0,0,0,1,1,100,2,1,1,0,0,0,0,2010002,0,0,0,0,0,0,0,1,1984,0,1,0,1,0,0,0,0,10,150,10,10,0,0,0,1,0,0,0
106352,2200,80,6,6,0;0,0,2200,1,14,21,0,2,2,0,100,1,0,0,18051,0,4861,1439,2079,120,0,0,0,0,0,0,5,10,105,10,0,0,0,0,0,0,0,0,1,1,100,1,1,50,0,0,0,0,2010006,0,0,0,0,0,0,0,1,1984,0,1,0,1,0,0,0,0,10,150,10,10,0,0,0,1,0,0,0
106353,45,80,6,6,0;0,0,451,1,13,21,0,3,2,0,100,106353,0,0,32701,6190,6190,1439,1439,120,0,0,0,0,0,0,5,10,120,10,0,0,0,0,0,0,0,0,1,1,100,1,99,50,0,0,0,0,450101,450104;450105;450106;450107;450108;450109,450103,450102,0,850,0,0,1,1984,0,1,0,1.2,0,0,0,0,10,150,10,10,0,0,0,1,0,0,0
106354,2018,80,6,6,0;0,0,2018,1,12,21,0,1,1,0,100,6270,1,1,36102,7249,0,1439,1439,125,0,0,0,0,0,0,20,10,100,15,0,0,0,0,0,0,0,0,3,1,100,1,1,50,0,0,0,0,2920181;2920182,2920184;2920185,0,2920183,0,1020,0,0,1,1984,0,3,0,1,0,0,0,0,999,150,10,10,0,0,0,3,0,0,0
106355,2102,80,6,6,0;0,0,2102,1,12,21,0,1,1,0,100,1,0,0,18051,4660,0,1439,1439,120,0,0,0,0,0,0,20,10,100,15,0,0,0,0,0,0,0,0,1,1,100,2,1,1,0,0,0,0,2010002,0,0,0,0,0,0,0,1,1984,0,1,0,1.2,0,0,0,0,10,150,10,10,0,0,0,1,0,0,0
106356,2200,80,6,6,0;0,0,2200,1,14,21,0,2,2,0,100,1,0,0,18051,0,4861,1439,2079,120,0,0,0,0,0,0,5,10,105,10,0,0,0,0,0,0,0,0,1,1,100,1,1,50,0,0,0,0,2010006,0,0,0,0,0,0,0,1,1984,0,1,0,1.2,0,0,0,0,10,150,10,10,0,0,0,1,0,0,0
106357,1,80,6,6,0;0,0,11,2,11,21,0,1,1,0,100,106357,0,0,244622,7878,0,1919,1599,120,0,0,0,0,0,0,5,10,100,10,0,0,0,0,0,0,0,0,1,1,100,2,1,1,0,0,0,0,10101,10104;10105;10106;10107,10103,10102,0,1020,0,0,1,1984,0,3,0,1.2,0,0,0,0,999,150,10,10,0,0,0,3,0,0,0
301011,6004,8,5,5,0;0,0,6004,3,13,21,0,3,1,0,100,31,0,0,419,204,0,120,120,8,0,0,0,0,0,0,5,0,120,0,0,0,0,0,0,0,0,0,1,1,100,1,1,50,0,0,0,0,2010008,0,0,0,0,0,0,0,1,1984,0,1,0,1,0,0,0,0,15,150,35,35,0,0,0,1,0,0,0
301012,6060,8,5,5,0;0,0,6060,2,15,21,0,1,2,0,100,1,0,0,381,185,169,146,146,8,0,0,0,0,0,0,5,0,100,0,0,0,0,0,0,0,0,0,1,1,100,2,1,50,0,0,0,0,2010003,0,0,0,0,0,0,0,1,1984,0,1,0,1,0,0,0,0,15,150,35,35,0,0,0,1,0,0,0
301021,6011,10,5,5,0;0,0,6011,3,12,21,0,1,1,0,100,1,0,0,395,244,0,134,134,10,0,0,0,0,0,0,20,0,100,0,0,0,0,0,0,0,0,0,1,1,100,2,1,1,0,0,0,0,2010002,0,0,0,0,0,0,0,1,1984,0,1,0,1,0,0,0,0,15,150,35,35,0,0,0,1,0,0,0
301022,6063,10,5,5,0;0,0,6063,2,15,21,0,2,2,0,100,1,0,0,465,212,193,164,164,10,0,0,0,0,0,0,5,0,100,0,0,0,0,0,0,0,0,0,1,1,100,1,1,50,0,0,0,0,2010006,0,0,0,0,0,0,0,1,1984,0,1,0,1,0,0,0,0,15,150,35,35,0,0,0,1,0,0,0
301031,6040,10,5,5,0;0,0,6040,1,11,21,0,1,1,0,100,1,0,0,558,212,0,179,149,10,0,0,0,0,0,0,5,0,100,0,35,1,0,0,0,0,0,0,1,1,100,2,1,1,0,0,0,0,2010002,0,0,0,0,0,0,0,1,1984,0,1,0,1,0,0,0,0,15,150,35,35,0,0,0,1,0,0,0
301032,6063,10,5,5,0;0,0,6063,2,15,21,0,2,2,0,100,1,0,0,465,212,193,164,164,10,0,0,0,0,0,0,5,0,100,0,0,0,0,0,0,0,0,0,1,1,100,1,1,50,0,0,0,0,2010006,0,0,0,0,0,0,0,1,1984,0,1,0,1,0,0,0,0,15,150,35,35,0,0,0,1,0,0,0
301041,2200,10,5,5,0;0,0,2200,2,14,21,0,2,2,0,100,1,0,0,395,0,232,134,194,10,0,0,0,0,0,0,5,0,105,0,0,0,0,0,0,0,0,0,1,1,100,1,1,50,0,0,0,0,2010006,0,0,0,0,0,0,0,1,1984,0,1,0,1,0,0,0,0,15,150,35,35,0,0,0,1,0,0,0
301042,6063,10,5,5,0;0,0,6063,2,15,21,0,2,2,0,100,1,0,0,465,212,193,164,164,10,0,0,0,0,0,0,5,0,100,0,0,0,0,0,0,0,0,0,1,1,100,2,1,50,0,0,0,0,2010006,0,0,0,0,0,0,0,1,1984,0,1,0,1,0,0,0,0,15,150,35,35,0,0,0,1,0,0,0
301051,6060,10,5,5,0;0,0,6060,2,15,21,0,1,2,0,100,1,0,0,465,212,193,164,164,10,0,0,0,0,0,0,5,0,100,0,0,0,0,0,0,0,0,0,1,1,100,2,1,50,0,0,0,0,2010003,0,0,0,0,0,0,0,1,1984,0,1,0,1,0,0,0,0,15,150,35,35,0,0,0,1,0,0,0
301052,6063,10,5,5,0;0,0,6063,2,15,21,0,2,2,0,100,1,0,0,465,212,193,164,164,10,0,0,0,0,0,0,5,0,100,0,0,0,0,0,0,0,0,0,1,1,100,1,1,50,0,0,0,0,2010006,0,0,0,0,0,0,0,1,1984,0,1,0,1,0,0,0,0,15,150,35,35,0,0,0,1,0,0,0
301061,2200,11,5,5,0;0,0,2200,1,14,21,0,2,2,0,100,1,0,0,431,0,246,141,204,11,0,0,0,0,0,0,5,0,105,0,0,0,0,0,0,0,0,0,1,1,100,1,1,50,0,0,0,0,2010006,0,0,0,0,0,0,0,1,1984,0,1,0,1,0,0,0,0,15,150,35,35,0,0,0,1,0,0,0
301062,6040,11,5,5,0;0,0,6040,1,11,21,0,1,1,0,100,1,0,0,608,225,0,188,157,11,0,0,0,0,0,0,5,0,100,0,35,1,0,0,0,0,0,0,1,1,100,2,1,1,0,0,0,0,2010002,0,0,0,0,0,0,0,1,1984,0,1,0,1,0,0,0,0,15,150,35,35,0,0,0,1,0,0,0
301071,6004,12,5,5,0;0,0,6004,3,13,21,0,3,1,0,100,31,0,0,604,262,0,149,149,12,0,0,0,0,0,0,5,0,120,0,0,0,0,0,0,0,0,0,1,1,100,1,1,50,0,0,0,0,2010008,0,0,0,0,0,0,0,1,1984,0,1,0,1,0,0,0,0,15,150,35,35,0,0,0,1,0,0,0
301072,6011,12,5,5,0;0,0,6011,3,12,21,0,1,1,0,100,1,0,0,467,275,0,149,149,12,0,0,0,0,0,0,20,0,100,0,0,0,0,0,0,0,0,0,1,1,100,2,1,1,0,0,0,0,2010002,0,0,0,0,0,0,0,1,1984,0,1,0,1,0,0,0,0,15,150,35,35,0,0,0,1,0,0,0
301081,6040,13,5,5,0;0,0,6040,1,11,21,0,1,1,0,100,1,0,0,716,254,0,210,175,13,0,0,0,0,0,0,5,0,100,0,35,1,0,0,0,0,0,0,1,1,100,2,1,1,0,0,0,0,2010002,0,0,0,0,0,0,0,1,1984,0,1,0,1,0,0,0,0,15,150,35,35,0,0,0,1,0,0,0
301082,6004,13,5,5,0;0,0,6004,3,13,21,0,3,1,0,100,31,0,0,657,279,0,158,158,13,0,0,0,0,0,0,5,0,120,0,0,0,0,0,0,0,0,0,1,1,100,1,1,50,0,0,0,0,2010008,0,0,0,0,0,0,0,1,1984,0,1,0,1,0,0,0,0,15,150,35,35,0,0,0,1,0,0,0
301091,6011,14,5,5,0;0,0,6011,3,12,21,0,1,1,0,100,1,0,0,553,311,0,167,167,14,0,0,0,0,0,0,20,0,100,0,0,0,0,0,0,0,0,0,1,1,100,2,1,1,0,0,0,0,2010002,0,0,0,0,0,0,0,1,1984,0,1,0,1,0,0,0,0,15,150,35,35,0,0,0,1,0,0,0
301092,2200,14,5,5,0;0,0,2200,1,14,21,0,2,2,0,100,1,0,0,553,0,295,167,242,14,0,0,0,0,0,0,5,0,105,0,0,0,0,0,0,0,0,0,1,1,100,1,1,50,0,0,0,0,2010006,0,0,0,0,0,0,0,1,1984,0,1,0,1,0,0,0,0,15,150,35,35,0,0,0,1,0,0,0
302011,6132,15,5,5,0;0,0,6132,2,13,21,0,3,1,0,100,31,0,0,782,317,0,178,178,15,0,0,0,0,0,0,5,0,120,0,0,0,0,0,0,0,0,0,1,1,100,1,1,50,0,0,0,0,2010008,2010506,0,0,0,0,0,0,1,1984,0,1,0,1,0,0,0,0,15,150,35,35,0,0,0,1,0,0,0
302012,6151,15,5,5,0;0,0,6151,2,12,21,0,1,1,0,100,61,0,0,604,332,0,178,178,15,0,0,0,0,0,0,20,0,100,0,0,0,0,0,0,0,0,0,1,1,100,2,1,1,0,0,0,0,2011118,2010505,0,0,0,0,0,0,1,1984,0,1,0,1,0,0,0,0,50,150,35,35,0,0,0,1,0,0,0
302013,6063,15,5,5,0;0,0,6063,2,15,21,0,2,2,0,100,1,0,0,711,289,263,218,218,15,0,0,0,0,0,0,5,0,100,0,0,0,0,0,0,0,0,0,1,1,100,1,1,50,0,0,0,0,2010006,2010508,0,0,0,0,0,0,1,1984,0,1,0,1,0,0,0,0,15,150,35,35,0,0,0,1,0,0,0
302021,6090,16,5,5,0;0,0,6090,3,14,21,0,2,2,0,100,1,0,0,706,0,356,200,289,16,0,0,0,0,0,0,5,0,105,0,0,0,0,0,0,0,0,0,1,1,100,1,1,50,0,0,0,0,2010006,2010507,0,0,0,0,0,0,1,1984,0,1,0,1,0,0,0,0,15,150,35,35,0,0,0,1,0,0,0
302022,6100,16,5,5,0;0,0,6100,1,11,21,0,1,1,0,100,1,0,0,997,326,0,266,222,16,0,0,0,0,0,0,5,0,100,0,35,1,0,0,0,0,0,0,1,1,100,2,1,1,0,0,0,0,2010002,2010502,0,0,0,0,0,0,1,1984,0,1,0,1,0,0,0,0,15,150,35,35,0,0,0,1,0,0,0
302023,6063,16,5,5,0;0,0,6063,2,15,21,0,2,2,0,100,1,0,0,831,326,297,244,244,16,0,0,0,0,0,0,5,0,100,0,0,0,0,0,0,0,0,0,1,1,100,1,1,50,0,0,0,0,2010006,2010508,0,0,0,0,0,0,1,1984,0,1,0,1,0,0,0,0,15,150,35,35,0,0,0,1,0,0,0
302031,6102,17,5,5,0;0,0,6102,1,12,21,0,1,1,0,100,61,0,0,808,419,0,221,221,17,0,0,0,0,0,0,20,0,100,0,0,0,0,0,0,0,0,0,1,1,100,2,1,1,0,0,0,0,2010002,2010504;2010505,0,0,0,0,0,0,1,1984,0,1,0,1,0,0,0,0,15,150,35,35,0,0,0,1,0,0,0
302032,6090,17,5,5,0;0,0,6090,3,14,21,0,2,2,0,100,1,0,0,808,0,397,221,320,17,0,0,0,0,0,0,5,0,105,0,0,0,0,0,0,0,0,0,1,1,100,1,1,50,0,0,0,0,2010006,2010507,0,0,0,0,0,0,1,1984,0,1,0,1,0,0,0,0,15,150,35,35,0,0,0,1,0,0,0
302033,6063,17,5,5,0;0,0,6063,2,15,21,0,2,2,0,100,1,0,0,951,364,331,271,271,17,0,0,0,0,0,0,5,0,100,0,0,0,0,0,0,0,0,0,1,1,100,1,1,50,0,0,0,0,2010006,2010508,0,0,0,0,0,0,1,1984,0,1,0,1,0,0,0,0,15,150,35,35,0,0,0,1,0,0,0
302041,6142,18,5,5,0;0,0,6142,2,11,21,0,1,1,0,100,1,0,0,1236,388,0,314,262,18,0,0,0,0,0,0,5,0,100,0,0,0,0,0,0,0,0,0,1,1,100,2,1,1,0,0,0,0,2010002,2010502,0,0,0,0,0,0,1,1984,0,1,0,1,0,0,0,0,15,150,35,35,0,0,0,1,0,0,0
302042,6141,18,5,5,0;0,0,6141,2,13,21,0,3,1,0,100,31,0,0,1133,426,0,236,236,18,0,0,0,0,0,0,5,0,120,0,0,0,0,0,0,0,0,0,1,1,100,1,1,50,0,0,0,0,2010008,2010506,0,0,0,0,0,0,1,1984,0,1,0,1,0,0,0,0,15,150,35,35,0,0,0,1,0,0,0
302043,6063,18,5,5,0;0,0,6063,2,15,21,0,2,2,0,100,1,0,0,1030,388,353,288,288,18,0,0,0,0,0,0,5,0,100,0,0,0,0,0,0,0,0,0,1,1,100,1,1,50,0,0,0,0,2010006,2010508,0,0,0,0,0,0,1,1984,0,1,0,1,0,0,0,0,15,150,35,35,0,0,0,1,0,0,0
302051,6152,19,5,5,0;0,0,6152,2,13,21,0,3,1,0,100,31,0,0,1221,455,0,250,250,19,0,0,0,0,0,0,5,0,120,0,0,0,0,0,0,0,0,0,1,1,100,1,1,50,0,0,0,0,2010008,2010506,0,0,0,0,0,0,1,1984,0,1,0,1,0,0,0,0,50,150,35,35,0,0,0,1,0,0,0
302052,6151,19,5,5,0;0,0,6151,2,12,21,0,1,1,0,100,61,0,0,944,475,0,250,250,19,0,0,0,0,0,0,20,0,100,0,0,0,0,0,0,0,0,0,1,1,100,2,1,1,0,0,0,0,2011118,2010505,0,0,0,0,0,0,1,1984,0,1,0,1,0,0,0,0,50,150,35,35,0,0,0,1,0,0,0
302053,6063,19,5,5,0;0,0,6063,2,15,21,0,2,2,0,100,1,0,0,1110,413,376,306,306,19,0,0,0,0,0,0,5,0,100,0,0,0,0,0,0,0,0,0,1,1,100,1,1,50,0,0,0,0,2010006,2010508,0,0,0,0,0,0,1,1984,0,1,0,1,0,0,0,0,15,150,35,35,0,0,0,1,0,0,0
302061,6153,20,5,5,0;0,0,6153,2,14,21,0,2,2,0,100,1,0,0,1046,0,492,272,393,20,0,0,0,0,0,0,5,0,105,0,0,0,0,0,0,0,0,0,1,1,100,1,1,50,0,0,0,0,2010006,2010507,0,0,0,0,0,0,1,1984,0,1,0,1,0,0,0,0,50,150,35,35,0,0,0,1,0,0,0
302062,6150,20,5,5,0;0,0,6150,2,11,21,0,1,1,0,100,1,0,0,1476,451,0,362,302,20,0,0,0,0,0,0,5,0,100,0,0,0,0,0,0,0,0,0,1,1,100,2,1,1,0,0,0,0,2010002,2010502,0,0,0,0,0,0,1,1984,0,1,0,1,0,0,0,0,50,150,35,35,0,0,0,1,0,0,0
302063,6063,20,5,5,0;0,0,6063,2,15,21,0,2,2,0,100,1,0,0,1230,451,410,332,332,20,0,0,0,0,0,0,5,0,100,0,0,0,0,0,0,0,0,0,1,1,100,1,1,50,0,0,0,0,2010006,2010508,0,0,0,0,0,0,1,1984,0,1,0,1,0,0,0,0,15,150,35,35,0,0,0,1,0,0,0
302071,6151,21,5,5,0;0,0,6151,2,12,21,0,1,1,0,100,61,0,0,1148,562,0,293,293,21,0,0,0,0,0,0,20,0,100,0,0,0,0,0,0,0,0,0,1,1,100,2,1,1,0,0,0,0,2011118,2010505,0,0,0,0,0,0,1,1984,0,1,0,1,0,0,0,0,50,150,35,35,0,0,0,1,0,0,0
302072,6153,21,5,5,0;0,0,6153,2,14,21,0,2,2,0,100,1,0,0,1148,0,533,293,424,21,0,0,0,0,0,0,5,0,105,0,0,0,0,0,0,0,0,0,1,1,100,1,1,50,0,0,0,0,2010006,2010507,0,0,0,0,0,0,1,1984,0,1,0,1,0,0,0,0,50,150,35,35,0,0,0,1,0,0,0
302073,6063,21,5,5,0;0,0,6063,2,15,21,0,2,2,0,100,1,0,0,1350,488,444,359,359,21,0,0,0,0,0,0,5,0,100,0,0,0,0,0,0,0,0,0,1,1,100,1,1,50,0,0,0,0,2010006,2010508,0,0,0,0,0,0,1,1984,0,1,0,1,0,0,0,0,15,150,35,35,0,0,0,1,0,0,0
302081,6150,22,5,5,0;0,0,6150,2,11,21,0,1,1,0,100,1,0,0,1764,525,0,420,350,22,0,0,0,0,0,0,5,0,100,0,0,0,0,0,0,0,0,0,1,1,100,2,1,1,0,0,0,0,2010002,2010502,0,0,0,0,0,0,1,1984,0,1,0,1,0,0,0,0,50,150,35,35,0,0,0,1,0,0,0
302082,6152,22,5,5,0;0,0,6152,2,13,21,0,3,1,0,100,31,0,0,1617,578,0,315,315,22,0,0,0,0,0,0,5,0,120,0,0,0,0,0,0,0,0,0,1,1,100,1,1,50,0,0,0,0,2010008,2010506,0,0,0,0,0,0,1,1984,0,1,0,1,0,0,0,0,50,150,35,35,0,0,0,1,0,0,0
302083,6063,22,5,5,0;0,0,6063,2,15,21,0,2,2,0,100,1,0,0,1470,525,478,385,385,22,0,0,0,0,0,0,5,0,100,0,0,0,0,0,0,0,0,0,1,1,100,1,1,50,0,0,0,0,2010006,2010508,0,0,0,0,0,0,1,1984,0,1,0,1,0,0,0,0,15,150,35,35,0,0,0,1,0,0,0
303011,6004,24,5,5,0;0,0,6004,3,13,21,0,3,1,0,100,31,0,0,1881,661,0,358,358,24,0,0,0,0,0,0,5,0,120,5,0,0,0,0,0,0,0,0,1,1,100,1,1,50,0,0,0,0,2010008,0,0,0,0,0,0,0,1,1984,0,1,0,1,0,0,0,0,15,150,35,35,0,0,0,1,0,0,0
303012,6060,24,5,5,0;0,0,6060,2,15,21,0,1,2,0,100,1,0,0,1710,600,546,438,438,24,0,0,0,0,0,0,5,0,100,5,0,0,0,0,0,0,0,0,1,1,100,2,1,50,0,0,0,0,2010003,0,0,0,0,0,0,0,1,1984,0,1,0,1,0,0,0,0,15,150,35,35,0,0,0,1,0,0,0
303021,6011,25,5,5,0;0,0,6011,3,12,21,0,1,1,0,100,1,0,0,1556,733,0,380,380,25,0,0,0,0,0,0,20,0,100,10,0,0,0,0,0,0,0,0,1,1,100,2,1,1,0,0,0,0,2010002,0,0,0,0,0,0,0,1,1984,0,1,0,1,0,0,0,0,15,150,35,35,0,0,0,1,0,0,0
303022,6063,25,5,5,0;0,0,6063,2,15,21,0,2,2,0,100,1,0,0,1830,638,580,464,464,25,0,0,0,0,0,0,5,0,100,5,0,0,0,0,0,0,0,0,1,1,100,1,1,50,0,0,0,0,2010006,0,0,0,0,0,0,0,1,1984,0,1,0,1,0,0,0,0,15,150,35,35,0,0,0,1,0,0,0
303031,6040,26,5,5,0;0,0,6040,1,11,21,0,1,1,0,100,1,0,0,2340,675,0,535,446,26,0,0,0,0,0,0,5,0,100,5,35,1,0,0,0,0,0,0,1,1,100,2,1,1,0,0,0,0,2010002,0,0,0,0,0,0,0,1,1984,0,1,0,1,0,0,0,0,15,150,35,35,0,0,0,1,0,0,0
303032,6063,26,5,5,0;0,0,6063,2,15,21,0,2,2,0,100,1,0,0,1950,675,614,491,491,26,0,0,0,0,0,0,5,0,100,5,0,0,0,0,0,0,0,0,1,1,100,1,1,50,0,0,0,0,2010006,0,0,0,0,0,0,0,1,1984,0,1,0,1,0,0,0,0,15,150,35,35,0,0,0,1,0,0,0
303041,2200,27,5,5,0;0,0,2200,2,14,21,0,2,2,0,100,1,0,0,1760,0,778,423,611,27,0,0,0,0,0,0,5,0,105,5,0,0,0,0,0,0,0,0,1,1,100,1,1,50,0,0,0,0,2010006,0,0,0,0,0,0,0,1,1984,0,1,0,1,0,0,0,0,15,150,35,35,0,0,0,1,0,0,0
303042,6063,27,5,5,0;0,0,6063,2,15,21,0,2,2,0,100,1,0,0,2070,712,648,517,517,27,0,0,0,0,0,0,5,0,100,5,0,0,0,0,0,0,0,0,1,1,100,2,1,50,0,0,0,0,2010006,0,0,0,0,0,0,0,1,1984,0,1,0,1,0,0,0,0,15,150,35,35,0,0,0,1,0,0,0
303051,6060,28,5,5,0;0,0,6060,2,15,21,0,1,2,0,100,1,0,0,2190,750,682,543,543,28,0,0,0,0,0,0,5,0,100,5,0,0,0,0,0,0,0,0,1,1,100,2,1,50,0,0,0,0,2010003,0,0,0,0,0,0,0,1,1984,0,1,0,1,0,0,0,0,15,150,35,35,0,0,0,1,0,0,0
303052,6063,28,5,5,0;0,0,6063,2,15,21,0,2,2,0,100,1,0,0,2190,750,682,543,543,28,0,0,0,0,0,0,5,0,100,5,0,0,0,0,0,0,0,0,1,1,100,1,1,50,0,0,0,0,2010006,0,0,0,0,0,0,0,1,1984,0,1,0,1,0,0,0,0,15,150,35,35,0,0,0,1,0,0,0
303061,2200,29,5,5,0;0,0,2200,1,14,21,0,2,2,0,100,1,0,0,1964,0,859,466,673,29,0,0,0,0,0,0,5,0,105,5,0,0,0,0,0,0,0,0,1,1,100,1,1,50,0,0,0,0,2010006,0,0,0,0,0,0,0,1,1984,0,1,0,1,0,0,0,0,15,150,35,35,0,0,0,1,0,0,0
303062,6040,29,5,5,0;0,0,6040,1,11,21,0,1,1,0,100,1,0,0,2772,787,0,622,518,29,0,0,0,0,0,0,5,0,100,5,35,1,0,0,0,0,0,0,1,1,100,2,1,1,0,0,0,0,2010002,0,0,0,0,0,0,0,1,1984,0,1,0,1,0,0,0,0,15,150,35,35,0,0,0,1,0,0,0
303071,6004,30,5,5,0;0,0,6004,3,13,21,0,3,1,0,100,31,0,0,2673,907,0,488,488,30,0,0,0,0,0,0,5,0,120,5,0,0,0,0,0,0,0,0,1,1,100,1,1,50,0,0,0,0,2010008,0,0,0,0,0,0,0,1,1984,0,1,0,1,0,0,0,0,15,150,35,35,0,0,0,1,0,0,0
303072,6011,30,5,5,0;0,0,6011,3,12,21,0,1,1,0,100,1,0,0,2066,949,0,488,488,30,0,0,0,0,0,0,20,0,100,10,0,0,0,0,0,0,0,0,1,1,100,2,1,1,0,0,0,0,2010002,0,0,0,0,0,0,0,1,1984,0,1,0,1,0,0,0,0,15,150,35,35,0,0,0,1,0,0,0
303081,6040,31,5,5,0;0,0,6040,1,11,21,0,1,1,0,100,1,0,0,3060,862,0,679,566,31,0,0,0,0,0,0,5,0,100,5,35,1,0,0,0,0,0,0,1,1,100,2,1,1,0,0,0,0,2010002,0,0,0,0,0,0,0,1,1984,0,1,0,1,0,0,0,0,15,150,35,35,0,0,0,1,0,0,0
303082,6004,31,5,5,0;0,0,6004,3,13,21,0,3,1,0,100,31,0,0,2805,948,0,509,509,31,0,0,0,0,0,0,5,0,120,5,0,0,0,0,0,0,0,0,1,1,100,1,1,50,0,0,0,0,2010008,0,0,0,0,0,0,0,1,1984,0,1,0,1,0,0,0,0,15,150,35,35,0,0,0,1,0,0,0
303091,6011,32,5,5,0;0,0,6011,3,12,21,0,1,1,0,100,1,0,0,2270,1035,0,531,531,32,0,0,0,0,0,0,20,0,100,10,0,0,0,0,0,0,0,0,1,1,100,2,1,1,0,0,0,0,2010002,0,0,0,0,0,0,0,1,1984,0,1,0,1,0,0,0,0,15,150,35,35,0,0,0,1,0,0,0
303092,2200,32,5,5,0;0,0,2200,1,14,21,0,2,2,0,100,1,0,0,2270,0,982,531,767,32,0,0,0,0,0,0,5,0,105,5,0,0,0,0,0,0,0,0,1,1,100,1,1,50,0,0,0,0,2010006,0,0,0,0,0,0,0,1,1984,0,1,0,1,0,0,0,0,15,150,35,35,0,0,0,1,0,0,0
304011,6202,36,5,5,0;0,0,6202,1,13,21,0,3,1,0,100,31,0,0,3432,1145,0,612,612,36,0,0,0,0,0,0,5,0,120,5,0,0,0,0,0,0,0,0,1,1,100,1,1,50,0,0,0,0,2010008,0,0,0,0,0,0,0,1,1984,0,1,0,1,0,0,0,0,15,150,35,35,0,0,0,1,0,0,0
304012,6203,36,5,5,0;0,0,6203,1,15,21,0,1,2,0,100,1,0,0,3120,1040,946,748,748,36,0,0,0,0,0,0,5,0,100,5,0,0,0,0,0,0,0,0,1,1,100,2,1,50,0,0,0,0,2010003,0,0,0,0,0,0,0,1,1984,0,1,0,1,0,0,0,0,15,150,35,35,0,0,0,1,0,0,0
304021,6202,38,5,5,0;0,0,6202,1,13,21,0,1,1,0,100,1,0,0,3632,1207,0,644,644,38,0,0,0,0,0,0,5,0,120,5,0,0,0,0,0,0,0,0,1,1,100,2,1,1,0,0,0,0,2010002,0,0,0,0,0,0,0,1,1984,0,1,0,1,0,0,0,0,15,150,35,35,0,0,0,1,0,0,0
304022,6203,38,5,5,0;0,0,6203,1,15,21,0,2,2,0,100,1,0,0,3302,1097,998,788,788,38,0,0,0,0,0,0,5,0,100,5,0,0,0,0,0,0,0,0,1,1,100,1,1,50,0,0,0,0,2010006,0,0,0,0,0,0,0,1,1984,0,1,0,1,0,0,0,0,15,150,35,35,0,0,0,1,0,0,0
304031,6200,40,5,5,0;0,0,6200,1,11,21,0,1,1,0,100,1,0,0,4183,1155,0,902,752,40,0,0,0,0,0,0,5,0,100,5,35,1,0,0,0,0,0,0,1,1,100,2,1,1,0,0,0,0,2010002,0,0,0,0,0,0,0,1,1984,0,1,0,1,0,0,0,0,15,150,35,35,0,0,0,1,0,0,0
